"AnimalID","reg_0","reg_0b","reg_0c","t_0","Mass_std","Sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
6101,"C GULF","Other","East",2000,0.746615976709163,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6102,"C GULF","Other","East",2000,0.367283833680562,"M",1,8,3,8,8,6,8,7,7,8,7,7,7,8,8,8,8,8,8
6105,"C GULF","Other","East",2000,-1.41557723855386,"M",1,2,8,4,8,6,8,8,7,7,7,8,8,8,8,7,8,8,8
6108,"C GULF","Other","East",2000,0.215550976469122,"M",1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6109,"C GULF","Other","East",2000,-0.884512238313823,"M",1,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6111,"C GULF","Other","East",2000,-0.732779381102383,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6112,"C GULF","Other","East",2000,0.310384012226272,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6113,"C GULF","Other","East",2000,-0.505180095285222,"M",1,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6114,"C GULF","Other","East",2000,0.443150262286282,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6115,"C GULF","Other","East",2000,-0.0879147379537597,"M",1,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6116,"C GULF","Other","East",2000,1.20181454834348,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6117,"C GULF","Other","East",2000,1.31561419125207,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6118,"C GULF","Other","East",2000,-0.27758080946806,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6121,"C GULF","Other","East",2000,-0.0120483093480397,"M",1,2,3,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6122,"C GULF","Other","East",2000,-1.33971080994814,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6128,"C GULF","Other","East",2000,-1.98457545309677,"M",1,8,3,8,8,8,8,7,8,7,8,8,8,7,8,8,8,8,8
6129,"C GULF","Other","East",2000,-0.884512238313823,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6130,"C GULF","Other","East",2000,-0.543113309588082,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6132,"C GULF","Other","East",2000,-1.75697616727961,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6133,"C GULF","Other","East",2000,-0.884512238313823,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6134,"C GULF","Other","East",2000,-1.56731009576531,"M",1,8,3,8,5,6,7,8,7,7,7,7,8,8,8,8,8,8,8
6135,"C GULF","Other","East",2000,-2.06044188170249,"M",1,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6137,"C GULF","Other","East",2000,-1.83284259588533,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6143,"C GULF","Other","East",2000,-0.315514023770921,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6145,"C GULF","Other","East",2000,-1.07417830982812,"M",1,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6146,"C GULF","Other","East",2000,-1.41557723855386,"M",1,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
6147,"C GULF","Other","East",2000,-1.98457545309677,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6151,"C GULF","Other","East",2000,-1.60524331006817,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6152,"C GULF","Other","East",2000,-0.960378666919543,"M",1,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8
6153,"C GULF","Other","East",2000,-0.618979738193802,"M",1,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
6154,"C GULF","Other","East",2000,0.708682762406302,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6160,"C GULF","Other","East",2000,1.01214847682918,"M",1,2,8,4,8,6,7,7,7,7,7,7,7,8,8,8,8,8,8
6161,"C GULF","Other","East",2000,-0.391380452376641,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6162,"C GULF","Other","East",2000,-0.846579024010963,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6164,"C GULF","Other","East",2000,-1.15004473843384,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6169,"C GULF","Other","East",2000,0.746615976709163,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6175,"C GULF","Other","East",2000,-0.0499815236509004,"M",1,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6176,"C GULF","Other","East",2000,-0.27758080946806,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6179,"C GULF","Other","East",2000,1.0880149054349,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6183,"C GULF","Other","East",2000,-0.0879147379537597,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6185,"C GULF","Other","East",2000,-1.22591116703956,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6187,"C GULF","Other","East",2000,-2.28804116751965,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6188,"C GULF","Other","East",2000,0.556949905194862,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6190,"C GULF","Other","East",2000,-1.377644024251,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6191,"C GULF","Other","East",2000,-0.770712595405243,"M",1,2,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6194,"C GULF","Other","East",2000,0.101751333560541,"M",1,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6196,"C GULF","Other","East",2000,1.31561419125207,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6198,"C GULF","Other","East",2000,-2.28804116751965,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6199,"C GULF","Other","East",2000,-0.922445452616683,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6201,"C GULF","Other","East",2000,0.0638181192576803,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6202,"C GULF","Other","East",2000,0.556949905194862,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6205,"C GULF","Other","East",2000,-1.94664223879391,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6206,"C GULF","Other","East",2000,-1.26384438134242,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6207,"C GULF","Other","East",2000,-1.56731009576531,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6208,"C GULF","Other","East",2000,-1.26384438134242,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6209,"C GULF","Other","East",2000,-1.07417830982812,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6210,"C GULF","Other","East",2000,0.291417405074842,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6213,"C GULF","Other","East",2000,-0.239647595165201,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6214,"C GULF","Other","East",2000,0.1396845478634,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6215,"C GULF","Other","East",2000,0.025884904954821,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6216,"C GULF","Other","East",2000,0.177617762166261,"M",1,2,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6217,"C GULF","Other","East",2000,-0.656912952496662,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6219,"C GULF","Other","East",2000,-2.02250866739963,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6222,"C GULF","Other","East",2000,-0.27758080946806,"M",1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6225,"C GULF","Other","East",2000,0.101751333560541,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6228,"C GULF","Other","East",2000,1.88461240579497,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6229,"C GULF","Other","East",2000,-0.0879147379537597,"M",1,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6231,"C GULF","Other","East",2000,-1.90870902449105,"M",1,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6232,"C GULF","Other","East",2000,-0.27758080946806,"M",1,2,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6234,"C GULF","Other","East",2000,0.367283833680562,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6235,"C GULF","Other","East",2000,-1.377644024251,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6236,"C GULF","Other","East",2000,1.16388133404063,"M",1,2,3,4,5,6,8,7,7,8,7,8,8,8,8,8,8,8,8
6238,"C GULF","Other","East",2000,0.1396845478634,"M",1,8,8,4,8,6,8,8,7,7,7,8,8,8,8,8,8,8,8
6239,"C GULF","Other","East",2000,-0.808645809708103,"M",1,8,8,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6241,"C GULF","Other","East",2000,0.329350619377701,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6244,"C GULF","Other","East",2000,0.556949905194862,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6247,"C GULF","Other","East",2000,-0.391380452376641,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6249,"C GULF","Other","East",2000,-0.505180095285222,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6252,"C GULF","Other","East",2000,-0.922445452616683,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6254,"C GULF","Other","East",2000,-0.391380452376641,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6255,"C GULF","Other","East",2000,0.594883119497723,"M",1,8,3,8,5,8,7,7,7,8,7,7,7,8,8,8,8,8,8
6256,"C GULF","Other","East",2000,-1.26384438134242,"M",1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6259,"C GULF","Other","East",2000,-2.36390759612537,"M",1,8,3,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8
6264,"C GULF","Other","East",2000,0.632816333800582,"M",1,2,8,8,5,6,7,7,7,7,7,7,7,7,8,8,8,8,8
6268,"C GULF","Other","East",2000,-1.60524331006817,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6269,"C GULF","Other","East",2000,-2.49667384618538,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6271,"C GULF","Other","East",2000,-0.618979738193802,"M",1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6273,"C GULF","Other","East",2000,-0.0120483093480397,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6276,"C GULF","Other","East",2000,-0.732779381102383,"M",1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6277,"C GULF","Other","East",2000,0.519016690892002,"M",1,8,8,8,8,6,8,8,7,8,7,8,7,8,8,8,8,8,8
6279,"C GULF","Other","East",2000,-0.808645809708103,"M",1,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6434,"E ALEU","Other","East",2001,-1.94664223879391,"M",8,1,8,8,4,5,8,7,7,7,7,7,7,7,8,8,8,8,8
6437,"E ALEU","Other","East",2001,-0.694846166799523,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6438,"E ALEU","Other","East",2001,-1.26384438134242,"M",8,1,8,8,4,5,8,7,8,8,8,8,8,8,8,8,8,8,8
6440,"E ALEU","Other","East",2001,-1.56731009576531,"M",8,1,2,8,8,8,8,8,8,7,8,7,7,7,7,7,7,8,8
6442,"E ALEU","Other","East",2001,-1.87077581018819,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6443,"E ALEU","Other","East",2001,-0.16378116655948,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6444,"E ALEU","Other","East",2001,-0.808645809708103,"M",8,1,8,8,4,8,8,8,8,8,7,7,8,8,8,8,8,8,8
6445,"E ALEU","Other","East",2001,0.1396845478634,"M",8,1,2,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8
6447,"E ALEU","Other","East",2001,0.936282048223464,"M",8,1,8,8,8,5,8,7,7,7,7,7,7,7,7,7,7,8,8
6448,"E ALEU","Other","East",2001,1.58114669137209,"M",8,1,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8
6449,"E ALEU","Other","East",2001,-0.846579024010963,"M",8,1,8,8,8,8,8,7,7,7,7,7,7,7,7,8,8,8,8
6451,"E ALEU","Other","East",2001,-0.808645809708103,"M",8,1,8,8,4,8,6,7,7,7,8,7,8,8,8,8,8,8,8
6452,"E ALEU","Other","East",2001,-1.11211152413098,"M",8,1,2,3,4,5,8,7,7,8,7,7,7,7,7,7,7,8,8
6453,"E ALEU","Other","East",2001,0.215550976469122,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6456,"E ALEU","Other","East",2001,0.329350619377701,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6457,"E ALEU","Other","East",2001,-0.429313666679501,"M",8,1,8,8,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6458,"E ALEU","Other","East",2001,-0.732779381102383,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6462,"E ALEU","Other","East",2001,-0.808645809708103,"M",8,1,2,8,8,8,8,7,7,7,8,7,8,8,8,8,8,8,8
6463,"E ALEU","Other","East",2001,1.20181454834348,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6467,"E ALEU","Other","East",2001,-0.618979738193802,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6468,"E ALEU","Other","East",2001,0.481083476589142,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6470,"E ALEU","Other","East",2001,-1.52937688146245,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6471,"E ALEU","Other","East",2001,-0.27758080946806,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6472,"E ALEU","Other","East",2001,-1.79490938158247,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6475,"E ALEU","Other","East",2001,-0.20171438086234,"M",8,1,8,3,4,8,8,7,7,7,7,7,7,8,8,8,8,8,8
6476,"E ALEU","Other","East",2001,-0.808645809708103,"M",8,1,8,8,4,8,6,7,7,7,7,8,8,8,8,8,8,8,8
6479,"E ALEU","Other","East",2001,0.670749548103443,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
6480,"E ALEU","Other","East",2001,-0.27758080946806,"M",8,1,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8
6481,"E ALEU","Other","East",2001,-0.0499815236509004,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6483,"E ALEU","Other","East",2001,-1.98457545309677,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6484,"E ALEU","Other","East",2001,-0.429313666679501,"M",8,1,8,8,8,5,8,7,7,8,8,7,7,8,8,8,8,8,8
6485,"E ALEU","Other","East",2001,0.291417405074842,"M",8,1,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8
6486,"E ALEU","Other","East",2001,-1.45351045285673,"M",8,1,2,8,4,5,8,7,7,7,7,7,7,8,8,8,8,7,8
6487,"E ALEU","Other","East",2001,-1.60524331006817,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6488,"E ALEU","Other","East",2001,0.556949905194862,"M",8,1,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8
6489,"E ALEU","Other","East",2001,-0.656912952496662,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6490,"E ALEU","Other","East",2001,-0.960378666919543,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6491,"E ALEU","Other","East",2001,0.746615976709163,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6493,"E ALEU","Other","East",2001,-1.56731009576531,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6495,"E ALEU","Other","East",2001,-0.694846166799523,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6496,"E ALEU","Other","East",2001,0.708682762406302,"M",8,1,2,8,8,5,8,7,7,8,7,7,7,8,8,8,8,8,8
6497,"E ALEU","Other","East",2001,-0.922445452616683,"M",8,1,8,8,4,5,6,7,8,8,7,7,8,7,7,8,8,8,8
6498,"E ALEU","Other","East",2001,1.23974776264635,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6502,"E ALEU","Other","East",2001,0.556949905194862,"M",8,1,8,8,4,5,6,7,7,8,7,7,7,8,8,8,8,8,8
6503,"E ALEU","Other","East",2001,0.670749548103443,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6507,"E ALEU","Other","East",2001,-0.732779381102383,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6509,"E ALEU","Other","East",2001,-0.0120483093480397,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6510,"E ALEU","Other","East",2001,-1.22591116703956,"M",8,1,8,8,4,5,8,7,7,7,8,7,7,8,7,7,8,7,8
6511,"E ALEU","Other","East",2001,0.936282048223464,"M",8,1,8,8,4,5,8,7,7,7,7,8,8,8,8,8,8,8,8
6512,"E ALEU","Other","East",2001,1.23974776264635,"M",8,1,8,8,8,5,6,8,8,8,7,7,7,7,7,8,8,8,8
6513,"E ALEU","Other","East",2001,0.784549191012024,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6516,"E ALEU","Other","East",2001,0.1396845478634,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6519,"E ALEU","Other","East",2001,1.39148061985779,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6524,"E ALEU","Other","East",2001,1.54321347706923,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6528,"E ALEU","Other","East",2001,-0.35344723807378,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6530,"E ALEU","Other","East",2001,1.20181454834348,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6531,"E ALEU","Other","East",2001,0.329350619377701,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6533,"E ALEU","Other","East",2001,1.35354740555493,"M",8,1,2,8,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6534,"E ALEU","Other","East",2001,-2.02250866739963,"M",8,1,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
6536,"E ALEU","Other","East",2001,-0.960378666919543,"M",8,1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6539,"E ALEU","Other","East",2001,0.215550976469122,"M",8,1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6540,"E ALEU","Other","East",2001,-1.49144366715959,"M",8,1,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
6541,"E ALEU","Other","East",2001,-1.26384438134242,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6545,"E ALEU","Other","East",2001,0.367283833680562,"M",8,1,2,8,4,5,8,7,7,7,7,7,8,8,8,8,8,8,8
6546,"E ALEU","Other","East",2001,0.708682762406302,"M",8,1,2,8,4,5,8,7,7,7,8,8,7,8,8,8,8,8,8
6550,"E ALEU","Other","East",2001,-0.922445452616683,"M",8,1,8,3,4,5,8,7,7,7,7,7,7,7,7,7,7,8,8
6552,"E ALEU","Other","East",2001,-1.49144366715959,"M",8,1,2,3,8,5,6,7,7,7,8,8,8,8,8,8,8,8,8
6553,"E ALEU","Other","East",2001,0.025884904954821,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6555,"E ALEU","Other","East",2001,0.1396845478634,"M",8,1,8,8,8,5,6,8,8,8,8,8,8,8,8,8,8,8,8
6556,"E ALEU","Other","East",2001,-1.71904295297675,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6562,"E ALEU","Other","East",2001,0.974215262526325,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6568,"E ALEU","Other","East",2001,-2.51564045333681,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6569,"E ALEU","Other","East",2001,1.88461240579497,"M",8,1,8,8,4,5,8,8,8,7,8,8,8,8,8,8,8,8,8
6570,"E ALEU","Other","East",2001,-0.16378116655948,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
