"AnimalID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
6226,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6227,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6230,1,1,4,4,1,1,1,4,2,2,1,1,1,2,2,2,1,1,1
6233,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6237,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6240,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6242,1,4,4,4,1,1,4,1,1,1,2,2,2,2,1,4,1,1,4
6243,1,4,3,3,4,1,4,2,1,4,1,1,4,1,4,4,1,1,4
6245,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6246,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6248,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6250,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6251,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6253,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6257,1,1,4,1,2,1,4,4,1,1,1,2,2,1,2,1,1,4,1
6258,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6260,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6261,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6262,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6263,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6265,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6266,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6267,1,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
6270,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6272,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6274,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
6275,1,1,1,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4
6278,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6280,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6281,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6282,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6435,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6436,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6439,4,1,4,4,1,2,1,1,4,4,2,2,1,3,1,2,3,2,4
6441,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6446,4,1,4,1,2,2,4,4,4,4,1,1,4,4,4,4,4,4,4
6450,4,1,4,4,3,3,1,3,3,3,3,3,3,4,4,4,4,4,4
6454,4,1,4,4,3,1,1,1,1,3,3,2,3,3,3,3,3,3,1
6455,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6459,4,1,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4
6460,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6461,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6464,4,1,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6465,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6466,4,1,4,4,2,3,4,4,3,3,3,1,1,4,4,4,4,4,4
6469,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6473,4,1,4,1,1,1,4,3,3,3,3,3,3,1,1,1,4,3,1
6474,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6477,4,1,4,4,1,1,4,4,1,4,4,1,4,4,1,4,4,4,4
6478,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6482,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6492,4,1,4,4,4,2,4,1,1,4,4,1,1,1,2,1,2,1,4
6494,4,1,4,4,2,3,4,1,2,3,2,3,3,4,4,4,4,4,4
6499,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6500,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6501,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6504,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6505,4,1,2,4,1,3,4,4,1,3,3,3,3,3,4,4,4,4,4
6506,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4
6508,4,1,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4
6514,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6515,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6517,4,1,4,1,2,3,4,1,1,2,2,2,3,1,3,2,4,4,4
6518,4,1,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6520,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6521,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6522,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6523,4,1,1,2,3,2,4,1,2,3,3,2,3,4,4,4,4,4,4
6525,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6526,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6527,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6529,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6532,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6535,4,1,3,4,2,3,4,2,3,3,3,3,3,2,4,4,4,4,4
6537,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6538,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6542,4,1,4,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,1
6543,4,1,4,4,1,3,1,4,3,3,4,4,4,1,4,4,4,4,4
6544,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6547,4,1,4,4,1,1,4,3,2,2,2,2,3,4,4,4,4,4,4
6548,4,1,3,3,3,2,1,3,3,3,2,3,3,3,2,1,3,3,4
6549,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4
6551,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
6554,4,1,4,1,3,3,1,3,3,3,3,3,3,3,4,4,4,4,4
6557,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4
6558,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6559,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6560,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4
6561,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6563,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6564,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6565,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6566,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6567,4,1,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4
6571,4,1,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4
6572,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6573,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6577,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6579,4,1,1,4,1,1,4,4,4,1,4,4,4,2,3,3,3,3,2
6581,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6583,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6588,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6590,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6592,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6593,4,1,4,4,1,4,4,4,1,1,1,4,2,1,1,1,4,4,4
6595,4,1,1,1,1,1,4,1,1,1,1,2,1,1,4,4,4,4,4
6596,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6597,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6606,4,1,4,4,1,2,4,3,3,3,1,3,3,3,3,3,3,3,1
6607,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6662,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6666,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6668,4,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6669,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6670,4,1,1,2,1,1,4,1,1,4,1,1,4,4,4,4,4,4,4
6672,4,1,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
6674,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6675,4,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
6676,4,1,1,1,1,1,4,1,2,4,4,4,4,4,4,4,4,4,4
6679,4,1,1,1,1,1,4,1,4,1,4,1,4,1,4,1,4,4,4
6680,4,1,4,1,4,1,4,1,4,4,1,4,4,1,4,1,4,1,4
6682,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6684,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6686,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6690,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6691,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6692,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6697,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6698,4,1,3,2,4,4,4,1,4,1,4,1,4,2,4,4,4,4,4
6699,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6707,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6709,4,1,4,1,4,1,4,2,1,1,1,1,1,1,1,4,1,2,1
6719,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6722,4,1,4,4,4,4,4,4,2,1,4,1,2,2,4,2,1,4,1
6724,4,1,1,4,1,1,4,1,1,1,1,4,4,4,4,4,4,4,4
6725,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6726,4,1,1,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4
6727,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6729,4,1,1,4,4,4,4,1,1,2,1,1,2,2,2,1,1,4,1
6730,4,1,4,4,4,1,4,1,4,2,1,1,1,4,4,4,4,4,4
6734,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6735,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6736,4,1,4,1,1,1,4,1,2,2,2,1,4,2,1,1,4,1,4
6739,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6741,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6742,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
6743,4,1,3,1,1,1,4,1,1,2,2,4,1,1,1,2,1,4,4
6745,4,1,1,4,4,4,4,4,1,1,2,1,1,2,4,4,4,4,4
6747,4,1,2,4,4,4,4,1,1,1,2,1,2,1,2,1,1,4,4
6750,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6753,4,1,2,4,4,4,4,4,4,4,4,1,1,4,1,1,1,2,4
6754,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6755,4,1,4,1,4,1,4,4,1,1,1,1,2,2,2,1,4,4,4
6756,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6757,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6759,4,1,4,4,4,4,4,1,2,2,1,4,1,2,4,2,4,4,4
6760,4,1,4,1,4,1,4,1,1,2,2,4,4,4,4,4,4,4,4
6762,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6763,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6764,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6768,4,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
8038,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8039,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8042,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8043,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8044,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8045,4,4,3,1,4,1,4,2,1,1,1,1,1,2,1,1,4,4,4
8046,4,4,2,2,1,4,1,2,3,3,3,4,4,4,4,4,4,4,4
8047,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8049,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8050,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8053,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8054,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
8055,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8057,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8061,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8062,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8063,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8067,4,4,3,1,4,4,4,2,1,1,1,1,1,4,1,2,1,4,4
8068,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8069,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8072,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8073,4,4,3,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4
8074,4,4,2,2,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4
8075,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
8077,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4
8078,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8079,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8082,4,4,2,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
8083,4,4,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8084,4,4,2,1,1,4,1,3,3,1,3,3,3,3,4,4,4,4,4
8085,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
8086,4,4,2,4,4,4,3,1,2,3,1,2,2,2,2,2,2,1,4
8093,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8095,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8096,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
8097,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8098,4,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8101,4,4,3,1,1,4,2,1,3,3,4,1,3,3,4,4,4,4,4
8106,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
8108,4,4,2,2,4,1,4,1,3,2,1,2,4,4,3,3,4,4,4
8109,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8110,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8111,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8112,4,4,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
8114,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8115,4,4,2,4,1,1,1,2,4,3,1,3,1,3,3,3,3,1,4
8116,4,4,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8117,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8119,4,4,2,4,4,1,3,3,2,3,3,3,3,3,4,4,4,4,4
8127,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8131,4,4,1,1,4,2,1,4,2,2,1,1,2,2,2,2,1,1,2
8133,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8135,4,4,1,4,4,1,4,3,1,1,3,1,4,1,1,1,4,2,1
8147,4,4,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4
8149,4,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8151,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8155,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8158,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8159,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8162,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8163,4,4,1,4,4,4,4,1,2,2,2,2,2,2,2,1,2,1,4
8165,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8166,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8167,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8168,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8169,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8171,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8172,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8174,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8175,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8177,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8178,4,4,1,2,4,1,1,1,1,4,1,1,1,1,1,1,4,4,4
8179,4,4,1,1,4,4,1,2,2,4,1,4,2,2,1,2,2,4,1
8181,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8182,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8184,4,4,1,4,1,1,1,4,4,2,1,1,2,2,1,2,1,4,2
8185,4,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
8186,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8187,4,4,1,4,1,1,1,2,2,4,4,1,1,1,2,1,1,2,1
8191,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
