"AnimalID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
8192,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4
8194,4,4,1,1,1,4,4,4,4,4,1,2,2,1,2,1,2,1,1
8196,4,4,1,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
8197,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8201,4,4,1,3,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4
8204,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8205,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8216,4,4,1,4,4,1,2,2,2,2,2,2,2,2,2,2,1,4,1
8218,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8220,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8222,4,4,1,4,4,2,1,1,4,2,2,1,1,1,2,1,1,1,2
8231,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8232,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8847,4,4,4,3,1,4,4,2,3,3,1,2,2,3,3,3,4,4,4
8848,4,4,4,3,3,3,1,3,3,2,2,1,2,3,3,3,2,4,4
8850,4,4,4,3,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4
8853,4,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
8855,4,4,4,3,2,4,1,2,1,3,3,3,3,3,3,3,3,4,4
8859,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8860,4,4,4,3,1,1,1,1,1,3,3,3,3,4,3,3,3,3,4
8861,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8863,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8865,4,4,4,3,1,4,2,1,3,3,3,2,2,3,3,3,3,3,2
8869,4,4,4,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
8870,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8873,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8874,4,4,4,3,3,1,4,3,3,3,4,4,4,4,4,4,4,4,4
8876,4,4,4,3,4,1,4,3,2,2,3,4,4,4,4,4,4,4,4
8880,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8881,4,4,4,3,4,1,4,3,1,2,1,2,4,2,2,1,2,4,4
8888,4,4,4,3,4,4,4,3,3,3,1,3,3,3,3,2,2,3,1
8890,4,4,4,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1
8891,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
8893,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
8897,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
8899,4,4,4,3,2,3,2,2,3,3,3,1,3,3,3,3,3,3,2
8900,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8905,4,4,4,3,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4
8906,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8910,4,4,4,3,1,1,4,4,3,3,3,3,3,3,3,3,3,3,4
8912,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
8913,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8915,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8918,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
8919,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8920,4,4,4,2,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4
8923,4,4,4,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1
8925,4,4,4,1,4,2,2,2,2,3,4,4,4,4,4,4,4,4,4
8926,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8927,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8932,4,4,4,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4
8933,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8936,4,4,4,2,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4
8938,4,4,4,1,1,1,4,3,2,2,4,4,4,4,4,4,4,4,4
8939,4,4,4,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4
8941,4,4,4,1,1,1,4,4,4,3,3,3,3,3,4,4,4,4,4
8942,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8951,4,4,4,2,4,1,1,2,2,2,3,2,3,3,3,3,3,3,1
8953,4,4,4,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4
8954,4,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
8956,4,4,4,2,4,4,4,2,3,3,4,4,4,4,1,4,4,4,4
8957,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8960,4,4,4,2,1,4,1,1,2,3,3,3,1,3,3,3,3,3,2
8961,4,4,4,2,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4
8966,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8969,4,4,4,1,1,1,4,1,3,4,3,4,3,3,4,3,3,3,4
8970,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8971,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8972,4,4,4,1,4,4,4,3,1,1,3,2,2,4,4,4,4,4,4
8975,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8976,4,4,4,2,4,4,1,2,2,2,2,2,2,1,4,4,4,4,4
8977,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8978,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8981,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8982,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8983,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8986,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8987,4,4,4,2,1,4,1,3,3,3,3,3,3,4,4,4,4,4,4
8990,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4
8991,4,4,4,1,1,4,1,3,1,4,4,4,4,4,4,4,4,4,4
8992,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8993,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8994,4,4,4,2,4,1,4,1,2,3,4,4,2,1,1,4,1,1,1
9145,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9152,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9159,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9160,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9161,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9162,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9163,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9166,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9168,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9170,4,4,4,1,4,4,4,1,1,2,1,1,2,1,1,2,2,2,4
9176,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9177,4,4,4,1,1,1,4,4,2,1,1,1,4,4,4,4,4,4,4
9178,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9184,4,4,4,1,4,1,4,1,1,1,1,2,1,1,4,4,4,4,4
9185,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9186,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9187,4,4,4,1,4,4,4,4,1,1,1,1,4,1,4,4,4,4,4
9189,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9192,4,4,4,1,4,4,4,1,1,1,1,1,1,2,4,4,4,4,4
9193,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9195,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9200,4,4,4,1,4,1,4,1,1,1,2,2,1,1,1,2,4,4,4
9202,4,4,4,1,1,4,4,4,2,1,1,2,2,1,1,1,2,4,1
9204,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9206,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4,4
9209,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9210,4,4,4,1,1,1,2,2,2,1,1,2,2,2,2,1,1,4,4
9212,4,4,4,1,1,1,4,4,4,1,1,2,1,1,1,1,1,2,1
9213,4,4,4,1,1,1,4,1,1,4,2,1,1,1,2,4,3,3,2
9218,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9222,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4
9225,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9228,4,4,4,1,4,1,1,2,1,4,4,4,4,4,4,4,4,4,4
9229,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9230,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9231,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9234,4,4,4,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4
9235,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9236,4,4,4,1,4,1,4,4,1,1,1,1,4,2,1,2,1,2,4
9238,4,4,4,1,4,1,4,4,1,1,4,1,1,2,1,1,1,2,1
9239,4,4,4,1,1,4,4,1,1,1,1,1,4,4,4,4,4,4,4
9241,4,4,4,1,4,4,4,4,4,1,1,2,1,2,1,2,4,4,4
9243,4,4,4,1,1,1,4,1,1,1,2,2,4,1,4,1,1,4,1
9244,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10308,4,4,4,4,2,4,1,1,3,3,3,3,3,3,3,3,3,3,1
10310,4,4,4,4,3,4,4,1,4,4,3,2,3,3,3,3,3,3,4
10313,4,4,4,4,2,1,4,4,1,1,1,2,2,2,2,2,2,2,2
10314,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10315,4,4,4,4,2,4,2,1,1,1,4,4,1,4,1,4,4,1,4
10320,4,4,4,4,3,4,2,4,3,3,3,3,3,3,3,3,3,3,2
10322,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1
10323,4,4,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4
10324,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
10326,4,4,4,4,2,1,4,1,1,1,4,4,4,4,4,4,4,4,4
10331,4,4,4,4,2,3,2,3,3,3,3,3,2,3,3,3,3,3,1
10336,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10337,4,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4
10339,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4
10341,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10345,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10350,4,4,4,4,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4
10353,4,4,4,4,2,4,1,1,1,1,4,4,4,4,4,4,4,4,4
10354,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
10355,4,4,4,4,2,1,4,1,2,3,3,1,1,3,4,1,3,1,2
10356,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10357,4,4,4,4,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1
10358,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10359,4,4,4,4,2,1,4,4,3,3,3,3,3,3,3,3,3,4,1
10360,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10361,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10363,4,4,4,4,2,1,1,4,1,3,3,3,3,3,3,3,4,3,2
10364,4,4,4,4,3,1,1,1,1,3,1,3,3,3,3,3,3,3,1
10366,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10370,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10371,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10372,4,4,4,4,2,1,2,1,1,3,3,1,1,3,3,3,2,3,1
10373,4,4,4,4,3,1,4,4,4,1,4,4,4,4,4,4,4,4,4
10376,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10377,4,4,4,4,2,1,4,1,1,4,1,3,1,3,3,4,4,4,4
10380,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1
10381,4,4,4,4,2,1,2,3,2,3,3,3,4,4,4,4,4,1,4
10385,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10387,4,4,4,4,1,4,4,4,1,4,1,2,4,4,1,4,4,4,4
10391,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10395,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10397,4,4,4,4,1,1,2,1,4,2,1,2,2,2,2,1,4,1,2
10398,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10399,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10400,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4
10402,4,4,4,4,1,2,4,4,4,1,1,1,1,3,1,1,1,1,4
10408,4,4,4,4,1,4,1,4,1,2,4,2,2,1,2,4,1,4,1
10414,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10415,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10417,4,4,4,4,1,1,4,4,4,2,1,1,2,1,2,1,2,1,4
10420,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10422,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10424,4,4,4,4,1,1,1,3,1,3,4,4,1,4,1,4,4,1,4
10429,4,4,4,4,1,4,4,4,1,2,4,2,2,2,2,2,1,1,4
10435,4,4,4,4,1,2,4,1,2,2,1,2,2,2,1,1,1,1,1
10439,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10440,4,4,4,4,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1
10442,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10443,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10445,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10447,4,4,4,4,1,4,2,4,4,4,1,4,4,4,1,1,4,4,4
10448,4,4,4,4,1,4,1,1,1,1,4,2,1,4,1,2,4,1,4
10449,4,4,4,4,1,1,4,4,2,4,1,2,2,1,4,1,4,4,1
10451,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10452,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4
10453,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10456,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10457,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10458,4,4,4,4,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4
10459,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10461,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
10462,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
10463,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10467,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10468,4,4,4,4,1,1,4,4,3,4,4,4,1,3,4,4,1,4,4
10470,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10473,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10477,4,4,4,4,1,1,1,4,1,4,2,2,4,2,2,2,1,1,1
10478,4,4,4,4,1,1,1,4,1,2,1,1,1,1,4,1,4,4,4
10479,4,4,4,4,1,4,1,1,3,3,3,3,3,3,3,4,3,1,2
10480,4,4,4,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4
10481,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10482,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4
10483,4,4,4,4,1,4,1,4,1,1,2,4,2,2,2,1,4,1,4
10484,4,4,4,4,1,4,4,4,4,4,1,2,4,2,1,1,4,1,4
10486,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10488,4,4,4,4,1,4,4,4,4,1,1,1,4,1,4,1,1,1,4
10493,4,4,4,4,1,3,4,1,3,3,2,1,4,4,4,4,4,4,4
11315,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11321,4,4,4,4,4,3,4,1,2,2,2,2,2,1,1,1,1,2,1
11322,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11324,4,4,4,4,4,2,1,4,4,1,4,4,4,4,4,4,4,4,4
11326,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4
11327,4,4,4,4,4,3,1,3,2,3,3,2,3,4,4,4,1,4,4
11328,4,4,4,4,4,3,4,4,1,3,3,2,3,4,4,4,4,4,4
11332,4,4,4,4,4,3,1,2,3,3,4,4,4,4,4,4,4,4,4
11333,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11335,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11336,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11337,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11338,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4
11342,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11344,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11347,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11348,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11351,4,4,4,4,4,3,1,1,2,2,3,3,3,1,3,3,3,4,4
11354,4,4,4,4,4,3,4,4,4,1,3,3,3,3,3,3,3,3,1
11357,4,4,4,4,4,3,1,1,1,4,4,4,4,4,4,4,4,4,4
11358,4,4,4,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,4
11366,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11367,4,4,4,4,4,3,1,1,2,2,3,3,2,2,1,2,3,3,1
11368,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4
11371,4,4,4,4,4,3,1,4,3,3,3,2,3,2,3,3,3,3,4
11372,4,4,4,4,4,3,4,4,4,1,3,2,3,2,2,1,4,4,4
11374,4,4,4,4,4,2,4,4,4,2,1,1,4,4,4,4,4,4,4
11376,4,4,4,4,4,3,4,4,4,4,4,1,2,4,4,4,4,4,4
11379,4,4,4,4,4,3,1,2,1,1,3,3,3,1,3,2,3,4,4
11380,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4
11381,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11382,4,4,4,4,4,3,1,4,1,1,1,2,1,1,4,4,4,4,4
11383,4,4,4,4,4,2,1,4,4,1,4,4,4,4,4,4,4,4,4
11385,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11386,4,4,4,4,4,3,4,4,4,2,1,4,1,4,1,1,4,1,1
11387,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11390,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1
11391,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11394,4,4,4,4,4,1,1,4,1,2,3,2,1,2,4,2,2,3,4
11396,4,4,4,4,4,3,1,2,2,3,3,3,3,4,4,4,4,4,4
11399,4,4,4,4,4,3,4,1,1,1,1,1,4,4,1,1,1,4,4
11400,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11401,4,4,4,4,4,3,2,4,1,1,3,2,3,1,1,2,3,2,1
11406,4,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4
11407,4,4,4,4,4,3,1,2,3,3,2,2,3,3,3,3,3,3,2
11408,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11409,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11410,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11412,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11414,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11415,4,4,4,4,4,3,1,1,2,2,3,3,3,3,3,4,4,4,4
11416,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4
11424,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11426,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11427,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11429,4,4,4,4,4,3,1,3,3,1,1,4,4,4,4,4,4,4,4
11430,4,4,4,4,4,3,1,1,4,2,3,2,4,1,1,1,2,1,4
11432,4,4,4,4,4,3,4,4,1,2,2,3,2,3,4,4,4,4,4
11439,4,4,4,4,4,3,1,4,4,4,4,1,4,4,4,4,4,4,4
11442,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11446,4,4,4,4,4,3,4,4,4,1,3,4,3,1,3,3,4,4,4
11447,4,4,4,4,4,3,4,1,4,4,4,3,3,2,3,3,3,3,3
11449,4,4,4,4,4,3,1,4,2,2,3,2,2,3,3,3,3,2,2
11451,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11455,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4
11461,4,4,4,4,4,3,4,4,1,4,2,2,4,4,4,4,4,4,4
11467,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11470,4,4,4,4,4,3,1,1,2,3,3,1,3,3,3,3,4,4,4
11471,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11472,4,4,4,4,4,3,4,4,1,1,1,1,2,1,1,4,4,4,4
11477,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11481,4,4,4,4,4,3,1,2,2,2,3,3,3,3,3,3,3,3,1
11482,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11488,4,4,4,4,4,3,1,1,4,4,4,4,4,4,4,4,4,4,4
11489,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11490,4,4,4,4,4,3,1,3,3,3,2,2,3,3,3,2,1,2,1
11492,4,4,4,4,4,3,1,4,1,1,1,1,2,2,2,1,1,1,1
11493,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
11495,4,4,4,4,4,3,1,3,3,3,3,3,3,4,1,3,1,3,4
11497,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11498,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11499,4,4,4,4,4,3,4,4,4,1,3,3,2,4,4,2,4,4,1
11502,4,4,4,4,4,3,1,1,1,1,3,3,3,3,3,3,4,4,4
11503,4,4,4,4,4,3,4,2,3,3,3,3,4,4,4,4,4,4,4
11505,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11506,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4
11507,4,4,4,4,4,3,4,4,4,1,3,3,3,4,2,1,4,4,4
11508,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
11509,4,4,4,4,4,3,1,4,3,1,2,2,3,2,1,3,3,2,1
11511,4,4,4,4,4,3,4,4,4,3,2,3,3,1,3,4,4,4,4
11653,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11654,4,4,4,4,4,1,4,1,1,1,4,4,1,4,4,4,4,4,4
11656,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11659,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11661,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11662,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11664,4,4,4,4,4,1,4,1,1,1,4,4,4,4,4,4,4,4,4
11665,4,4,4,4,4,1,4,4,4,1,2,2,4,2,1,2,1,1,1
11668,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11670,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11671,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11673,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11677,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4
11681,4,4,4,4,4,2,4,4,4,4,1,1,1,2,1,1,4,4,4
11682,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11685,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11688,4,4,4,4,4,1,4,4,4,2,1,1,2,2,4,2,4,4,4
11701,4,4,4,4,4,1,4,4,1,2,2,1,4,1,1,1,4,2,4
11702,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11705,4,4,4,4,4,2,4,4,4,4,4,4,1,2,4,1,1,1,1
11706,4,4,4,4,4,1,1,4,4,2,2,2,1,1,2,4,4,4,4
11707,4,4,4,4,4,2,4,1,1,1,2,1,1,2,1,4,4,4,4
11710,4,4,4,4,4,1,4,4,4,2,2,2,4,2,1,1,2,3,4
11712,4,4,4,4,4,2,4,1,1,1,1,2,2,2,1,4,1,4,4
11713,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11715,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11717,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11719,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4
11725,4,4,4,4,4,1,1,2,1,1,1,1,1,2,4,4,1,2,2
11726,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11727,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4
11729,4,4,4,4,4,1,4,4,1,2,2,2,2,1,2,2,2,1,2
11730,4,4,4,4,4,1,4,1,1,2,1,1,1,2,2,1,1,1,1
11732,4,4,4,4,4,1,4,4,1,1,1,4,2,2,1,2,1,2,1
