"Site","Year","Complex","RCA","LAT","LON","CH","Region","Rookery","Obs","Reg_no","Pup","Bull","SAM","Female","Juv","NP_tot","NP_sum","diff"
"SITKINAK/CAPE SITKINAK",2013,"SITKINAK/CAPE SITKINAK",9,56.571,-153.852,1,"C GULF",0,2,7,1,6,6,22,123,157,157,0
"SITKINAK/CAPE SITKINAK",2015,"SITKINAK/CAPE SITKINAK",9,56.571,-153.852,1,"C GULF",0,1,7,1,4,5,12,160,182,181,1
"SITKINAK/CAPE SITKINAK",2015,"SITKINAK/CAPE SITKINAK",9,56.571,-153.852,1,"C GULF",0,2,7,1,6,9,28,146,190,189,1
"SITKINAK/CAPE SITKINAK",2017,"SITKINAK/CAPE SITKINAK",9,56.571,-153.852,1,"C GULF",0,1,7,0,2,9,28,208,247,247,0
"SITKINAK/CAPE SITKINAK",2017,"SITKINAK/CAPE SITKINAK",9,56.571,-153.852,1,"C GULF",0,2,7,0,5,7,64,164,240,240,0
"SKAGUL/S. POINT",2014,"SKAGUL/S. POINT",3,51.583,-178.567,0,"C ALEU",0,1,10,0,0,0,0,9,9,9,0
"SKAGUL/S. POINT",2014,"SKAGUL/S. POINT",3,51.583,-178.567,0,"C ALEU",0,2,10,0,0,0,0,9,9,9,0
"SOUTH MARBLE",2008,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,0,23,14,369,389,795,795,0
"SOUTH MARBLE",2008,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,0,29,15,393,340,777,777,0
"SOUTH MARBLE",2009,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,0,10,343,4,657,1014,1014,0
"SOUTH MARBLE",2009,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,0,24,457,165,359,1005,1005,0
"SOUTH MARBLE",2010,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,3,45,80,694,628,1447,1447,0
"SOUTH MARBLE",2010,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,4,56,44,556,812,1468,1468,0
"SOUTH MARBLE",2013,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,7,8,117,64,566,757,755,2
"SOUTH MARBLE",2013,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,7,9,57,240,460,768,766,2
"SOUTH MARBLE",2015,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,7,9,67,307,1561,1944,1944,0
"SOUTH MARBLE",2015,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,7,33,144,488,1296,1961,1961,0
"SOUTH MARBLE",2017,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,1,5,6,29,41,232,613,915,915,0
"SOUTH MARBLE",2017,"SOUTH MARBLE",11,58.645,-136.047,1,"SE AK",0,2,5,6,30,45,344,487,906,906,0
"SOUTH ROCKS",2008,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,1,8,67,41,68,176,163,448,448,0
"SOUTH ROCKS",2008,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,2,8,55,52,60,185,150,447,447,0
"SOUTH ROCKS",2009,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,1,8,60,33,59,132,216,440,440,0
"SOUTH ROCKS",2009,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,2,8,60,57,34,228,104,423,423,0
"SOUTH ROCKS",2011,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,1,8,71,75,91,168,145,479,479,0
"SOUTH ROCKS",2011,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,2,8,70,60,78,173,170,481,481,0
"SOUTH ROCKS",2013,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,1,8,63,77,183,132,151,552,543,9
"SOUTH ROCKS",2013,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,2,8,64,74,161,135,171,550,541,9
"SOUTH ROCKS",2016,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,1,8,57,74,45,129,149,397,397,0
"SOUTH ROCKS",2016,"SOUTH ROCKS",7,54.302,-162.689,1,"W GULF",1,2,8,60,71,36,121,163,392,391,1
"SPITZ",2014,"SPITZ",8,55.777,-158.898,1,"W GULF",0,1,8,0,0,3,16,70,89,89,0
"SPITZ",2014,"SPITZ",8,55.777,-158.898,1,"W GULF",0,2,8,0,0,7,8,75,90,90,0
"SPITZ",2017,"SPITZ",8,55.777,-158.898,1,"W GULF",0,1,8,0,2,1,0,1,4,4,0
"SPITZ",2017,"SPITZ",8,55.777,-158.898,1,"W GULF",0,2,8,0,2,1,0,1,4,4,0
"ST. PAUL/NE POINT",2015,"ST. PAUL/NE POINT",6,57.25,-170.108,1,"E ALEU",0,1,9,0,0,9,0,20,29,29,0
"ST. PAUL/NE POINT",2015,"ST. PAUL/NE POINT",6,57.25,-170.108,1,"E ALEU",0,2,9,0,0,6,0,23,29,29,0
"ST. PAUL/SEA LION ROCK",2015,"ST. PAUL/SEA LION ROCK",6,57.1,-170.292,1,"E ALEU",0,1,9,0,0,4,0,8,12,12,0
"ST. PAUL/SEA LION ROCK",2015,"ST. PAUL/SEA LION ROCK",6,57.1,-170.292,1,"E ALEU",0,2,9,0,0,0,0,11,11,11,0
"STEEP POINT",2008,"STEEP POINT",10,59.484,-150.257,1,"E GULF",0,1,6,0,3,5,52,31,91,91,0
"STEEP POINT",2008,"STEEP POINT",10,59.484,-150.257,1,"E GULF",0,2,6,0,4,4,37,47,92,92,0
"SUGARLOAF",2008,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,399,106,90,615,39,850,850,0
"SUGARLOAF",2008,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,261,169,40,628,10,847,847,0
"SUGARLOAF",2009,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,617,118,85,567,63,833,833,0
"SUGARLOAF",2009,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,609,179,27,586,46,838,838,0
"SUGARLOAF",2010,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,430,152,40,564,31,787,787,0
"SUGARLOAF",2010,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,419,130,74,548,36,788,788,0
"SUGARLOAF",2011,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,776,153,136,642,85,1016,1016,0
"SUGARLOAF",2011,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,758,197,109,656,51,1013,1013,0
"SUGARLOAF",2013,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,860,141,77,876,69,1166,1163,3
"SUGARLOAF",2013,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,863,140,80,871,79,1173,1170,3
"SUGARLOAF",2015,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,898,131,43,735,58,970,967,3
"SUGARLOAF",2015,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,907,142,40,733,62,980,977,3
"SUGARLOAF",2017,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,1,7,681,128,57,647,145,978,977,1
"SUGARLOAF",2017,"SUGARLOAF",9,58.888,-152.04,1,"C GULF",1,2,7,682,143,54,692,92,982,981,1
"SUNSET",2008,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,0,4,10,132,243,389,389,0
"SUNSET",2008,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,0,11,3,142,219,375,375,0
"SUNSET",2009,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,1,0,28,2,299,329,329,0
"SUNSET",2009,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,1,10,0,103,203,316,316,0
"SUNSET",2010,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,0,25,194,1,179,399,399,0
"SUNSET",2010,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,0,22,3,113,262,400,400,0
"SUNSET",2013,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,3,0,32,56,527,615,615,0
"SUNSET",2013,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,2,7,31,151,429,618,618,0
"SUNSET",2015,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,2,8,13,76,460,557,557,0
"SUNSET",2015,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,2,11,33,156,362,562,562,0
"SUNSET",2017,"SUNSET",11,57.5,-133.588,1,"SE AK",0,1,5,5,7,89,118,923,1137,1137,0
"SUNSET",2017,"SUNSET",11,57.5,-133.588,1,"SE AK",0,2,5,5,14,80,128,921,1143,1143,0
"SUSHILNOI ROCKS",2008,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,21,27,20,124,115,286,286,0
"SUSHILNOI ROCKS",2008,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,13,41,16,155,69,281,281,0
"SUSHILNOI ROCKS",2009,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,35,31,56,144,170,401,401,0
"SUSHILNOI ROCKS",2009,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,34,53,44,244,54,395,395,0
"SUSHILNOI ROCKS",2011,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,28,41,17,259,126,443,443,0
"SUSHILNOI ROCKS",2011,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,26,23,29,180,212,444,444,0
"SUSHILNOI ROCKS",2013,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,12,14,50,129,163,356,356,0
"SUSHILNOI ROCKS",2013,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,12,23,37,162,132,354,354,0
"SUSHILNOI ROCKS",2014,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,61,35,43,158,107,343,343,0
"SUSHILNOI ROCKS",2014,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,63,42,34,153,110,339,339,0
"SUSHILNOI ROCKS",2016,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,1,8,58,53,14,217,163,447,447,0
"SUSHILNOI ROCKS",2016,"SUSHILNOI ROCKS",7,54.834,-161.741,1,"W GULF",1,2,8,59,63,18,236,147,464,464,0
"SUTWIK",2008,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,6,11,12,26,44,93,93,0
"SUTWIK",2008,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,7,16,8,42,26,92,92,0
"SUTWIK",2009,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,12,14,11,39,42,106,106,0
"SUTWIK",2009,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,11,19,2,55,30,106,106,0
"SUTWIK",2010,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,11,24,5,73,48,150,150,0
"SUTWIK",2010,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,11,13,15,57,62,147,147,0
"SUTWIK",2011,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,23,23,20,105,136,284,284,0
"SUTWIK",2011,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,24,29,27,122,110,288,288,0
"SUTWIK",2013,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,19,21,41,76,158,296,296,0
"SUTWIK",2013,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,19,30,49,86,134,299,299,0
"SUTWIK",2015,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,37,18,39,71,135,263,263,0
"SUTWIK",2015,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,36,30,36,71,125,262,262,0
"SUTWIK",2017,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,1,7,25,21,44,66,135,268,266,2
"SUTWIK",2017,"SUTWIK",8,56.518,-157.341,1,"C GULF",0,2,7,25,25,17,61,152,257,255,2
"TAG",2008,"TAG",3,51.557,-178.577,1,"C ALEU",1,1,10,146,37,13,186,18,254,254,0
"TAG",2008,"TAG",3,51.557,-178.577,1,"C ALEU",1,2,10,125,40,7,176,15,238,238,0
"TAG",2009,"TAG",3,51.557,-178.577,1,"C ALEU",1,1,10,128,37,16,137,22,212,212,0
"TAG",2009,"TAG",3,51.557,-178.577,1,"C ALEU",1,2,10,133,42,16,144,13,215,215,0
"TAG",2010,"TAG",3,51.557,-178.577,1,"C ALEU",1,1,10,135,38,12,155,5,212,210,2
"TAG",2010,"TAG",3,51.557,-178.577,1,"C ALEU",1,2,10,135,32,18,148,12,212,210,2
"TAG",2014,"TAG",3,51.557,-178.577,1,"C ALEU",1,1,10,105,41,30,86,16,176,173,3
"TAG",2014,"TAG",3,51.557,-178.577,1,"C ALEU",1,2,10,104,48,27,81,13,172,169,3
"TAG",2017,"TAG",3,51.557,-178.577,1,"C ALEU",1,1,10,74,71,6,75,20,172,172,0
"TAG",2017,"TAG",3,51.557,-178.577,1,"C ALEU",1,2,10,72,86,6,76,13,181,181,0
"TAGALAK",2008,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,1,10,1,2,9,33,42,86,86,0
"TAGALAK",2008,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,2,10,0,5,13,3,65,86,86,0
"TAGALAK",2010,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,1,10,1,12,22,11,8,53,53,0
"TAGALAK",2010,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,2,10,1,9,3,19,22,53,53,0
"TAGALAK",2011,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,1,10,2,13,14,6,12,45,45,0
"TAGALAK",2011,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,2,10,2,15,12,8,7,42,42,0
"TAGALAK",2014,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,1,10,0,3,36,16,68,123,123,0
"TAGALAK",2014,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,2,10,0,6,24,18,71,119,119,0
"TAGALAK",2016,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,1,10,2,23,27,13,54,118,117,1
"TAGALAK",2016,"TAGALAK",4,51.96,-175.616,1,"C ALEU",0,2,10,2,32,16,22,46,117,116,1
"TAGALAK/PASS",2014,"TAGALAK",4,51.9476,-175.7465,1,"C ALEU",0,1,10,12,5,4,23,31,63,63,0
"TAGALAK/PASS",2014,"TAGALAK",4,51.9476,-175.7465,1,"C ALEU",0,2,10,12,5,1,26,28,60,60,0
"TAGALAK/PASS",2016,"TAGALAK",4,51.9476,-175.7465,1,"C ALEU",0,1,10,9,15,34,56,104,211,209,2
"TAGALAK/PASS",2016,"TAGALAK",4,51.9476,-175.7465,1,"C ALEU",0,2,10,9,16,36,45,108,207,205,2
"TAKLI",2008,"TAKLI",8,58.029,-154.521,1,"C GULF",0,1,7,0,3,1,16,47,67,67,0
"TAKLI",2008,"TAKLI",8,58.029,-154.521,1,"C GULF",0,2,7,0,5,0,31,31,67,67,0
"TAKLI",2010,"TAKLI",8,58.029,-154.521,1,"C GULF",0,1,7,0,5,1,18,50,74,74,0
"TAKLI",2010,"TAKLI",8,58.029,-154.521,1,"C GULF",0,2,7,0,2,4,29,38,73,73,0
"TAKLI",2015,"TAKLI",8,58.029,-154.521,1,"C GULF",0,1,7,0,1,1,1,21,24,24,0
"TAKLI",2015,"TAKLI",8,58.029,-154.521,1,"C GULF",0,2,7,0,1,1,2,21,25,25,0
"TAKLI",2017,"TAKLI",8,58.029,-154.521,1,"C GULF",0,1,7,0,0,0,0,1,1,1,0
"TAKLI",2017,"TAKLI",8,58.029,-154.521,1,"C GULF",0,2,7,0,0,0,0,1,1,1,0
"TANADAK (AMLIA)",2008,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,1,10,1,0,5,1,19,25,25,0
"TANADAK (AMLIA)",2008,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,2,10,0,1,11,0,13,25,25,0
"TANADAK (AMLIA)",2011,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,1,10,1,2,4,6,22,34,34,0
"TANADAK (AMLIA)",2011,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,2,10,0,1,6,0,28,35,35,0
"TANADAK (AMLIA)",2016,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,1,10,0,0,2,3,26,31,31,0
"TANADAK (AMLIA)",2016,"TANADAK (AMLIA)",5,52.07,-172.96,1,"C ALEU",0,2,10,0,2,2,6,21,31,31,0
"TANAGA/BUMPY POINT",2008,"TANAGA/BUMPY POINT",3,51.917,-177.975,1,"C ALEU",0,1,10,0,0,3,0,19,22,22,0
"TANAGA/BUMPY POINT",2008,"TANAGA/BUMPY POINT",3,51.917,-177.975,1,"C ALEU",0,2,10,0,0,3,0,18,21,21,0
"TANAGA/BUMPY POINT",2016,"TANAGA/BUMPY POINT",3,51.917,-177.975,1,"C ALEU",0,1,10,0,0,0,3,11,14,14,0
"TANAGA/BUMPY POINT",2016,"TANAGA/BUMPY POINT",3,51.917,-177.975,1,"C ALEU",0,2,10,0,0,0,0,14,14,14,0
"TANAGA/CAPE SASMIK",2008,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,1,10,0,5,4,30,47,86,86,0
"TANAGA/CAPE SASMIK",2008,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,2,10,0,9,2,17,60,88,88,0
"TANAGA/CAPE SASMIK",2010,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,1,10,3,9,3,60,23,95,95,0
"TANAGA/CAPE SASMIK",2010,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,2,10,3,7,2,41,47,97,97,0
"TANAGA/CAPE SASMIK",2011,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,1,10,1,1,1,8,9,19,19,0
"TANAGA/CAPE SASMIK",2011,"TANAGA/CAPE SASMIK",3,51.597,-177.938,0,"C ALEU",0,2,10,2,2,0,15,2,19,19,0
"TANAGA/CAPE SUDAK",2010,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,1,10,0,2,14,0,14,46,30,16
"TANAGA/CAPE SUDAK",2010,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,2,10,0,2,2,12,15,47,31,16
"TANAGA/CAPE SUDAK",2011,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,1,10,0,NA,1,11,10,22,NA,NA
"TANAGA/CAPE SUDAK",2011,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,2,10,0,0,0,13,8,21,21,0
"TANAGA/CAPE SUDAK",2016,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,1,10,0,0,0,11,88,99,99,0
"TANAGA/CAPE SUDAK",2016,"TANAGA/CAPE SUDAK",3,51.855,-177.616,0,"C ALEU",0,2,10,0,0,2,14,83,99,99,0
"TANGINAK",2014,"TANGINAK",6,54.2,-165.323,1,"E ALEU",0,1,9,0,1,0,0,1,2,2,0
"TANGINAK",2014,"TANGINAK",6,54.2,-165.323,1,"E ALEU",0,2,9,0,1,0,0,1,2,2,0
"TANGINAK",2016,"TANGINAK",6,54.2,-165.323,1,"E ALEU",0,1,9,0,0,8,2,22,32,32,0
"TANGINAK",2016,"TANGINAK",6,54.2,-165.323,1,"E ALEU",0,2,9,0,2,1,0,28,31,31,0
"THE BROTHERS/SW",2008,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,0,9,35,15,712,771,771,0
"THE BROTHERS/SW",2008,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,0,22,24,177,535,758,758,0
"THE BROTHERS/SW",2009,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,2,4,127,0,408,539,539,0
"THE BROTHERS/SW",2009,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,2,15,15,113,392,535,535,0
"THE BROTHERS/SW",2010,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,0,30,399,0,382,811,811,0
"THE BROTHERS/SW",2010,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,0,20,5,199,621,845,845,0
"THE BROTHERS/SW",2013,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,0,0,22,33,454,509,509,0
"THE BROTHERS/SW",2013,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,1,0,19,124,376,521,519,2
"THE BROTHERS/SW",2015,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,0,13,17,98,561,689,689,0
"THE BROTHERS/SW",2015,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,0,20,25,131,517,693,693,0
"THE BROTHERS/SW",2017,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,1,5,0,0,24,6,227,257,257,0
"THE BROTHERS/SW",2017,"THE BROTHERS",11,57.272,-133.873,1,"SE AK",0,2,5,0,6,13,53,188,260,260,0
"THE HAYSTACKS",2013,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,1,8,0,1,12,6,52,71,71,0
"THE HAYSTACKS",2013,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,2,8,0,4,3,18,48,73,73,0
"THE HAYSTACKS",2014,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,1,8,1,2,10,18,104,134,134,0
"THE HAYSTACKS",2014,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,2,8,1,2,7,16,114,139,139,0
"THE HAYSTACKS",2016,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,1,8,0,2,2,8,44,56,56,0
"THE HAYSTACKS",2016,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,2,8,0,2,3,14,38,57,57,0
"THE HAYSTACKS",2017,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,1,8,1,4,1,11,15,31,31,0
"THE HAYSTACKS",2017,"THE HAYSTACKS",7,55.2678,-160.0573,0,"W GULF",0,2,8,1,4,0,3,23,30,30,0
"THE NEEDLE",2008,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,10,10,11,50,15,86,86,0
"THE NEEDLE",2008,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,7,17,0,42,30,89,89,0
"THE NEEDLE",2009,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,20,9,10,37,55,111,111,0
"THE NEEDLE",2009,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,20,19,4,48,41,112,112,0
"THE NEEDLE",2010,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,8,23,5,43,39,110,110,0
"THE NEEDLE",2010,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,9,22,3,45,42,112,112,0
"THE NEEDLE",2011,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,30,9,10,40,43,102,102,0
"THE NEEDLE",2011,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,31,21,1,60,20,102,102,0
"THE NEEDLE",2013,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,29,5,9,32,39,85,85,0
"THE NEEDLE",2013,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,29,6,8,45,25,84,84,0
"THE NEEDLE",2015,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,30,9,5,55,71,140,140,0
"THE NEEDLE",2015,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,31,10,14,64,58,146,146,0
"THE NEEDLE",2017,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,1,6,5,9,14,104,156,283,283,0
"THE NEEDLE",2017,"THE NEEDLE",10,60.11,-147.602,1,"E GULF",0,2,6,5,10,13,120,152,295,295,0
"THE PILLARS",2010,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,1,9,1,1,2,2,10,15,15,0
"THE PILLARS",2010,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,2,9,1,1,2,5,6,15,14,1
"THE PILLARS",2011,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,1,9,1,3,1,44,43,91,91,0
"THE PILLARS",2011,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,2,9,1,1,4,14,71,90,90,0
"THE PILLARS",2014,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,1,9,1,1,3,4,17,25,25,0
"THE PILLARS",2014,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,2,9,1,0,2,12,12,26,26,0
"THE PILLARS",2016,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,1,9,0,1,0,0,5,6,6,0
"THE PILLARS",2016,"THE PILLARS",6,53.19,-168.24,0,"E ALEU",0,2,9,0,0,1,0,5,6,6,0
"THE WHALEBACK",2008,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,28,11,16,58,16,101,101,0
"THE WHALEBACK",2008,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,24,25,4,62,12,103,103,0
"THE WHALEBACK",2009,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,41,15,3,66,19,103,103,0
"THE WHALEBACK",2009,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,40,15,1,79,8,103,103,0
"THE WHALEBACK",2011,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,52,20,12,59,32,123,123,0
"THE WHALEBACK",2011,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,53,24,18,65,15,122,122,0
"THE WHALEBACK",2013,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,62,28,16,100,39,183,183,0
"THE WHALEBACK",2013,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,60,24,28,75,61,188,188,0
"THE WHALEBACK",2014,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,57,26,5,124,34,189,189,0
"THE WHALEBACK",2014,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,59,26,14,106,44,190,190,0
"THE WHALEBACK",2016,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,65,24,12,59,21,116,116,0
"THE WHALEBACK",2016,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,63,36,6,60,13,115,115,0
"THE WHALEBACK",2017,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,1,8,66,31,11,54,24,120,120,0
"THE WHALEBACK",2017,"THE WHALEBACK",7,55.28,-160.084,1,"W GULF",1,2,8,69,34,5,55,30,124,124,0
"TIGALDA/ROCKS NE",2008,"TIGALDA/ROCKS NE",7,54.16,-164.983,1,"E ALEU",0,1,9,0,11,43,42,250,346,346,0
"TIGALDA/ROCKS NE",2008,"TIGALDA/ROCKS NE",7,54.16,-164.983,1,"E ALEU",0,2,9,0,32,15,131,169,347,347,0
"TIGALDA/ROCKS NE",2009,"TIGALDA/ROCKS NE",7,54.16,-164.983,1,"E ALEU",0,1,9,0,11,57,0,160,228,228,0
"TIGALDA/ROCKS NE",2009,"TIGALDA/ROCKS NE",7,54.16,-164.983,1,"E ALEU",0,2,9,0,14,15,122,76,227,227,0
