"AnimalID","reg_0","reg_0b","reg_0c","t_0","Mass_std","Sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
6150,"C GULF","Other","East",2000,0.908597976476877,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6155,"C GULF","Other","East",2000,0.617216905095835,"F",1,11,11,4,11,7,9,11,10,10,10,10,10,10,10,10,9,9,10
6156,"C GULF","Other","East",2000,-0.159799285253611,"F",1,11,3,4,5,11,11,9,9,11,11,11,11,11,11,11,11,11,11
6157,"C GULF","Other","East",2000,0.180145298024271,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6158,"C GULF","Other","East",2000,-0.208362797150451,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6159,"C GULF","Other","East",2000,0.422962857508473,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6163,"C GULF","Other","East",2000,-1.42245059457146,"F",1,2,3,4,5,7,9,9,10,9,10,10,9,10,10,10,9,9,11
6165,"C GULF","Other","East",2000,-1.51957761836514,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6166,"C GULF","Other","East",2000,-0.548307380428334,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6167,"C GULF","Other","East",2000,-0.888251963706216,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6168,"C GULF","Other","East",2000,0.665780416992675,"F",1,2,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6170,"C GULF","Other","East",2000,-0.0141087495630893,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6171,"C GULF","Other","East",2000,-0.354053332840972,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6172,"C GULF","Other","East",2000,-2.34515732061143,"F",1,2,3,11,11,11,9,11,9,11,10,10,11,9,11,11,11,11,11
6173,"C GULF","Other","East",2000,0.471526369405314,"F",1,2,3,11,11,11,11,11,9,10,10,9,9,9,10,10,9,11,9
6174,"C GULF","Other","East",2000,2.60832089286629,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6177,"C GULF","Other","East",2000,-1.2281965469841,"F",1,2,3,4,11,11,11,9,10,10,10,10,10,10,10,9,9,9,10
6178,"C GULF","Other","East",2000,-1.2281965469841,"F",1,11,11,11,11,11,11,11,10,11,10,10,11,10,10,10,11,11,11
6180,"C GULF","Other","East",2000,-0.451180356634653,"F",1,2,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6181,"C GULF","Other","East",2000,-0.451180356634653,"F",1,11,11,4,5,11,11,9,9,10,9,11,11,10,9,9,9,11,11
6182,"C GULF","Other","East",2000,-0.111235773356771,"F",1,11,3,11,5,11,9,11,9,11,11,11,11,11,11,11,11,11,11
6184,"C GULF","Other","East",2000,0.617216905095835,"F",1,2,11,4,11,7,11,9,9,10,10,11,10,9,10,9,9,9,10
6186,"C GULF","Other","East",2000,-0.742561428015695,"F",1,11,11,4,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6189,"C GULF","Other","East",2000,0.228708809921112,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6192,"C GULF","Other","East",2000,1.10285202406424,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6193,"C GULF","Other","East",2000,-0.402616844737813,"F",1,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6195,"C GULF","Other","East",2000,-1.81095868974618,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6197,"C GULF","Other","East",2000,-0.256926309047291,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6200,"C GULF","Other","East",2000,-0.256926309047291,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6203,"C GULF","Other","East",2000,-0.936815475603056,"F",1,11,3,4,5,7,11,9,9,9,9,9,11,11,11,11,11,11,11
6204,"C GULF","Other","East",2000,-1.27676005888094,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6211,"C GULF","Other","East",2000,-1.27676005888094,"F",1,2,11,4,5,7,9,9,10,9,9,9,9,9,9,10,11,9,9
6212,"C GULF","Other","East",2000,0.471526369405314,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6218,"C GULF","Other","East",2000,-0.159799285253611,"F",1,11,11,11,11,11,11,9,10,11,9,11,11,11,11,11,11,11,11
6220,"C GULF","Other","East",2000,0.568653393198995,"F",1,2,11,4,11,7,11,9,10,10,11,11,11,11,11,11,11,11,11
6221,"C GULF","Other","East",2000,-1.2281965469841,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6223,"C GULF","Other","East",2000,-1.76239517784934,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6224,"C GULF","Other","East",2000,-0.451180356634653,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6226,"C GULF","Other","East",2000,-1.03394249939674,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6227,"C GULF","Other","East",2000,-1.7138316659525,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6230,"C GULF","Other","East",2000,-0.645434404222014,"F",1,2,11,11,5,7,9,11,10,10,10,9,10,10,10,9,9,9,9
6233,"C GULF","Other","East",2000,-1.4710141064683,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6237,"C GULF","Other","East",2000,-1.32532357077778,"F",1,2,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6240,"C GULF","Other","East",2000,-0.839688451809376,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6242,"C GULF","Other","East",2000,0.180145298024271,"F",1,11,11,11,5,7,11,9,9,10,10,9,10,9,10,11,10,9,11
6243,"C GULF","Other","East",2000,0.957161488373718,"F",1,11,3,4,11,7,11,9,9,11,9,9,11,9,11,11,9,9,11
6245,"C GULF","Other","East",2000,2.02555875010421,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6246,"C GULF","Other","East",2000,0.0344547623337508,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6248,"C GULF","Other","East",2000,-0.645434404222014,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6250,"C GULF","Other","East",2000,-0.256926309047291,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6251,"C GULF","Other","East",2000,-1.17963303508726,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6253,"C GULF","Other","East",2000,-0.402616844737813,"F",1,2,3,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6257,"C GULF","Other","East",2000,-0.596870892325174,"F",1,2,11,4,5,7,11,11,9,9,9,10,10,9,10,9,9,11,9
6258,"C GULF","Other","East",2000,-0.208362797150451,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6260,"C GULF","Other","East",2000,-0.159799285253611,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6261,"C GULF","Other","East",2000,-1.27676005888094,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6262,"C GULF","Other","East",2000,-1.2281965469841,"F",1,2,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6263,"C GULF","Other","East",2000,0.0344547623337508,"F",1,2,3,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6265,"C GULF","Other","East",2000,1.24854255975476,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6266,"C GULF","Other","East",2000,-0.839688451809376,"F",1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6267,"C GULF","Other","East",2000,-0.111235773356771,"F",1,11,11,4,5,7,11,11,11,11,11,11,11,11,11,11,11,11,11
6270,"C GULF","Other","East",2000,-0.985378987499896,"F",1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
