AnimalID,Brand,SiteName,Beach,Year,Month,Day,Sex,AdjustedSex,Age,Mass_kg,StandardLength_cm,AxillaryGirth_cm,FlipperLength_cm,Brand_lead,date,Region
10308,T197,MARMOT,4,2004,7,4,F,NA,P,33.40,109.0,76.0,NA,T,2004-07-04,C GULF
10309,T198,MARMOT,4,2004,7,4,M,NA,P,33.20,111.0,76.0,NA,T,2004-07-04,C GULF
10310,T199,MARMOT,4,2004,7,4,F,NA,P,25.20,100.0,70.0,NA,T,2004-07-04,C GULF
10311,T200,MARMOT,4,2004,7,4,M,NA,P,44.00,117.0,86.5,NA,T,2004-07-04,C GULF
10312,T201,MARMOT,4,2004,7,4,M,NA,P,34.20,109.0,74.0,NA,T,2004-07-04,C GULF
10313,T202,MARMOT,4,2004,7,4,F,NA,P,31.00,109.0,73.0,NA,T,2004-07-04,C GULF
10314,T203,MARMOT,4,2004,7,4,F,NA,P,30.40,110.0,71.0,NA,T,2004-07-04,C GULF
10315,T204,MARMOT,4,2004,7,4,F,NA,P,30.80,104.0,75.5,NA,T,2004-07-04,C GULF
10316,T205,MARMOT,4,2004,7,4,M,NA,P,29.40,101.0,71.0,NA,T,2004-07-04,C GULF
10317,T206,MARMOT,4,2004,7,4,M,NA,P,36.00,109.0,80.0,NA,T,2004-07-04,C GULF
10318,T207,MARMOT,4,2004,7,4,M,NA,P,22.60,107.0,58.0,NA,T,2004-07-04,C GULF
10319,T208,MARMOT,4,2004,7,4,M,NA,P,32.80,105.0,74.0,NA,T,2004-07-04,C GULF
10320,T209,MARMOT,4,2004,7,4,F,NA,P,29.60,104.0,73.5,NA,T,2004-07-04,C GULF
10321,T210,MARMOT,4,2004,7,4,M,NA,P,25.60,102.0,67.0,NA,T,2004-07-04,C GULF
10322,T211,MARMOT,4,2004,7,4,F,NA,P,32.60,108.0,76.0,NA,T,2004-07-04,C GULF
10323,T212,MARMOT,4,2004,7,4,F,NA,P,27.60,105.0,69.0,NA,T,2004-07-04,C GULF
10324,T213,MARMOT,4,2004,7,4,F,NA,P,20.40,93.0,64.0,NA,T,2004-07-04,C GULF
10325,T214,MARMOT,4,2004,7,4,M,NA,P,28.40,100.0,71.0,NA,T,2004-07-04,C GULF
10326,T215,MARMOT,4,2004,7,4,F,NA,P,32.80,99.0,77.0,NA,T,2004-07-04,C GULF
10327,T216,MARMOT,4,2004,7,4,M,NA,P,36.60,112.0,77.0,NA,T,2004-07-04,C GULF
10328,T217,MARMOT,4,2004,7,4,M,NA,P,30.40,106.0,71.0,NA,T,2004-07-04,C GULF
10329,T218,MARMOT,4,2004,7,4,M,NA,P,36.20,110.0,78.0,NA,T,2004-07-04,C GULF
10330,T219,MARMOT,4,2004,7,4,M,NA,P,34.80,104.0,75.0,NA,T,2004-07-04,C GULF
10331,T220,MARMOT,4,2004,7,4,F,NA,P,30.20,107.0,77.0,NA,T,2004-07-04,C GULF
10332,T221,MARMOT,4,2004,7,4,M,NA,P,37.80,111.0,79.0,NA,T,2004-07-04,C GULF
10333,T222,MARMOT,4,2004,7,4,M,NA,P,40.60,115.0,75.0,NA,T,2004-07-04,C GULF
10334,T223,MARMOT,4,2004,7,4,M,NA,P,30.60,106.0,73.0,NA,T,2004-07-04,C GULF
10335,T224,MARMOT,4,2004,7,4,M,NA,P,39.00,112.0,85.5,NA,T,2004-07-04,C GULF
10336,T225,MARMOT,4,2004,7,4,F,NA,P,30.80,107.0,76.0,NA,T,2004-07-04,C GULF
10337,T226,MARMOT,4,2004,7,4,F,NA,P,24.00,97.0,68.0,NA,T,2004-07-04,C GULF
10338,T227,MARMOT,4,2004,7,4,M,NA,P,36.40,113.0,77.0,NA,T,2004-07-04,C GULF
10339,T228,MARMOT,4,2004,7,4,F,NA,P,35.40,109.0,85.0,NA,T,2004-07-04,C GULF
10340,T229,MARMOT,4,2004,7,4,M,NA,P,38.00,108.0,78.5,NA,T,2004-07-04,C GULF
10341,T230,MARMOT,4,2004,7,4,F,NA,P,25.80,103.0,70.0,NA,T,2004-07-04,C GULF
10342,T231,MARMOT,4,2004,7,4,M,NA,P,41.60,118.0,80.0,NA,T,2004-07-04,C GULF
10343,T232,MARMOT,4,2004,7,4,M,NA,P,36.20,105.0,79.5,NA,T,2004-07-04,C GULF
10344,T233,MARMOT,4,2004,7,4,M,NA,P,37.00,107.0,80.0,NA,T,2004-07-04,C GULF
10345,T234,MARMOT,4,2004,7,4,F,NA,P,29.00,99.0,74.0,NA,T,2004-07-04,C GULF
10346,T235,MARMOT,4,2004,7,4,M,NA,P,36.00,113.0,76.0,NA,T,2004-07-04,C GULF
10347,T236,MARMOT,4,2004,7,4,M,NA,P,40.60,114.0,81.0,NA,T,2004-07-04,C GULF
10348,T237,MARMOT,4,2004,7,4,M,NA,P,39.40,112.0,79.0,NA,T,2004-07-04,C GULF
10349,T238,MARMOT,4,2004,7,4,M,NA,P,34.40,107.0,73.5,NA,T,2004-07-04,C GULF
10350,T239,MARMOT,4,2004,7,4,F,NA,P,41.00,115.0,83.0,NA,T,2004-07-04,C GULF
10351,T240,MARMOT,4,2004,7,4,M,NA,P,34.00,109.0,74.0,NA,T,2004-07-04,C GULF
10352,T241,MARMOT,4,2004,7,4,M,NA,P,36.00,106.0,80.0,NA,T,2004-07-04,C GULF
10353,T242,MARMOT,4,2004,7,4,F,NA,P,36.60,108.0,79.5,NA,T,2004-07-04,C GULF
10354,T243,MARMOT,4,2004,7,4,F,NA,P,29.20,103.0,68.0,NA,T,2004-07-04,C GULF
10355,T244,MARMOT,4,2004,7,4,F,NA,P,31.20,108.0,74.0,NA,T,2004-07-04,C GULF
