AnimalID,Brand,SiteName,Beach,Year,Month,Day,Sex,AdjustedSex,Age,Mass_kg,StandardLength_cm,AxillaryGirth_cm,FlipperLength_cm,Brand_lead,date,Region
13552,T341,MARMOT,4,2008,7,6,F,NA,P,29.80,108.0,76.0,NA,T,2008-07-06,C GULF
13553,T342,MARMOT,4,2008,7,6,M,NA,P,37.60,114.0,75.5,NA,T,2008-07-06,C GULF
13554,T343,MARMOT,4,2008,7,6,M,NA,P,49.60,127.0,84.0,NA,T,2008-07-06,C GULF
13555,T344,MARMOT,4,2008,7,6,M,NA,P,39.40,113.0,74.0,NA,T,2008-07-06,C GULF
13556,T345,MARMOT,4,2008,7,6,F,NA,P,30.80,106.0,75.0,NA,T,2008-07-06,C GULF
13557,T346,MARMOT,4,2008,7,6,M,NA,P,39.40,113.0,77.0,NA,T,2008-07-06,C GULF
13558,T347,MARMOT,4,2008,7,6,F,NA,P,33.00,112.0,75.0,NA,T,2008-07-06,C GULF
13559,T348,MARMOT,4,2008,7,6,F,NA,P,33.40,112.0,71.0,NA,T,2008-07-06,C GULF
13560,T349,MARMOT,4,2008,7,6,F,NA,P,35.40,112.0,77.0,NA,T,2008-07-06,C GULF
13561,T350,MARMOT,4,2008,7,6,F,NA,P,33.60,110.0,70.0,NA,T,2008-07-06,C GULF
13562,T351,MARMOT,4,2008,7,6,F,NA,P,29.60,104.0,70.0,NA,T,2008-07-06,C GULF
13563,T352,MARMOT,4,2008,7,6,M,NA,P,46.40,115.0,82.0,NA,T,2008-07-06,C GULF
13564,T353,MARMOT,4,2008,7,6,F,NA,P,34.40,112.0,76.0,NA,T,2008-07-06,C GULF
13565,T354,MARMOT,4,2008,7,6,M,NA,P,42.80,117.0,79.0,NA,T,2008-07-06,C GULF
13566,T355,MARMOT,4,2008,7,6,M,NA,P,41.00,117.0,84.0,NA,T,2008-07-06,C GULF
13567,T356,MARMOT,4,2008,7,6,M,NA,P,44.40,123.0,78.5,NA,T,2008-07-06,C GULF
13608,E110,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,19.40,92.0,61.0,NA,E,2008-07-01,E GULF
13609,E111,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,27.75,102.0,71.0,NA,E,2008-07-01,E GULF
13610,E112,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,37.00,109.0,81.0,NA,E,2008-07-01,E GULF
13611,E113,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,23.75,97.0,67.0,NA,E,2008-07-01,E GULF
13612,E114,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,30.10,106.0,75.0,NA,E,2008-07-01,E GULF
13613,E115,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,28.20,100.0,72.0,NA,E,2008-07-01,E GULF
13614,E116,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,25.70,103.0,69.0,NA,E,2008-07-01,E GULF
13615,E117,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,34.45,111.0,77.5,NA,E,2008-07-01,E GULF
13616,E118,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,24.20,99.0,65.6,NA,E,2008-07-01,E GULF
13617,E119,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,29.40,102.0,78.0,NA,E,2008-07-01,E GULF
13618,E120,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,24.75,99.0,69.0,NA,E,2008-07-01,E GULF
13619,E121,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,22.75,92.0,64.5,NA,E,2008-07-01,E GULF
13620,E122,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,28.75,106.0,23.0,NA,E,2008-07-01,E GULF
13621,E123,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,24.10,100.0,87.0,NA,E,2008-07-01,E GULF
13622,E124,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,31.85,109.0,73.0,NA,E,2008-07-01,E GULF
13623,E125,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,30.20,106.0,72.5,NA,E,2008-07-01,E GULF
13624,E126,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,34.20,103.0,77.0,NA,E,2008-07-01,E GULF
13625,E127,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,39.65,116.0,85.0,NA,E,2008-07-01,E GULF
13626,E128,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,31.50,105.0,75.5,NA,E,2008-07-01,E GULF
13627,E129,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,28.80,108.0,69.0,NA,E,2008-07-01,E GULF
13628,E130,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,32.60,107.0,75.0,NA,E,2008-07-01,E GULF
13629,E131,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,28.80,104.0,71.0,NA,E,2008-07-01,E GULF
13630,E132,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,31.20,109.0,72.5,NA,E,2008-07-01,E GULF
13631,E133,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,32.95,110.0,72.5,NA,E,2008-07-01,E GULF
13632,E134,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,22.05,95.0,62.5,NA,E,2008-07-01,E GULF
13633,E135,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,34.85,110.0,76.5,NA,E,2008-07-01,E GULF
13634,E136,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,32.30,104.0,74.5,NA,E,2008-07-01,E GULF
13635,E137,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,33.85,113.0,77.0,NA,E,2008-07-01,E GULF
13636,E138,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,24.10,101.0,65.0,NA,E,2008-07-01,E GULF
13637,E139,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,26.85,101.0,74.0,NA,E,2008-07-01,E GULF
13638,E140,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,28.95,101.0,71.0,NA,E,2008-07-01,E GULF
13639,E141,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,25.30,103.5,73.0,NA,E,2008-07-01,E GULF
13640,E142,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,28.95,103.0,70.5,NA,E,2008-07-01,E GULF
13641,E143,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,25.50,96.0,69.0,NA,E,2008-07-01,E GULF
13642,E144,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,34.15,104.0,77.5,NA,E,2008-07-01,E GULF
13643,E145,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,31.10,105.0,76.0,NA,E,2008-07-01,E GULF
13644,E146,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,32.70,106.0,75.0,NA,E,2008-07-01,E GULF
13645,E147,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,31.95,107.0,78.0,NA,E,2008-07-01,E GULF
13646,E148,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,39.85,117.0,83.0,NA,E,2008-07-01,E GULF
13647,E149,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,25.25,105.0,70.0,NA,E,2008-07-01,E GULF
13648,E150,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,31.65,109.0,73.0,NA,E,2008-07-01,E GULF
13649,E151,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,34.20,110.0,77.0,NA,E,2008-07-01,E GULF
13650,E152,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,31.70,109.0,74.3,NA,E,2008-07-01,E GULF
13651,E153,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,31.35,111.0,74.0,NA,E,2008-07-01,E GULF
13652,E154,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,33.40,108.0,73.0,NA,E,2008-07-01,E GULF
13653,E155,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,28.95,105.0,75.5,NA,E,2008-07-01,E GULF
13654,E156,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,30.50,106.0,75.0,NA,E,2008-07-01,E GULF
13655,E157,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,25.65,103.0,70.0,NA,E,2008-07-01,E GULF
13656,E158,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,35.55,106.0,82.5,NA,E,2008-07-01,E GULF
13657,E159,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,33.00,112.0,76.0,NA,E,2008-07-01,E GULF
13658,E160,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,35.05,106.0,78.0,NA,E,2008-07-01,E GULF
13659,E161,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,27.70,102.0,74.0,NA,E,2008-07-01,E GULF
13660,E162,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,38.05,113.0,79.0,NA,E,2008-07-01,E GULF
13661,E163,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,33.30,107.0,77.0,NA,E,2008-07-01,E GULF
13662,E164,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,36.25,116.0,78.0,NA,E,2008-07-01,E GULF
13663,E165,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,36.80,109.0,77.0,NA,E,2008-07-01,E GULF
13664,E166,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,27.90,103.0,72.0,NA,E,2008-07-01,E GULF
13665,E167,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,25.10,96.5,71.0,NA,E,2008-07-01,E GULF
13666,E168,CHISWELL ISLANDS,NA,2008,7,1,F,NA,P,26.40,99.0,71.5,NA,E,2008-07-01,E GULF
13667,E169,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,39.25,116.0,81.0,NA,E,2008-07-01,E GULF
13668,E170,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,36.10,113.5,79.0,NA,E,2008-07-01,E GULF
13669,E171,CHISWELL ISLANDS,NA,2008,7,1,M,NA,P,34.60,106.0,78.0,NA,E,2008-07-01,E GULF
13871,A526,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,22.40,98.0,65.0,NA,A,2009-06-24,E ALEU
13872,A527,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,25.80,103.0,68.0,NA,A,2009-06-24,E ALEU
13873,A528,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,23.80,96.0,68.0,NA,A,2009-06-24,E ALEU
13874,A529,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,30.20,109.0,76.0,NA,A,2009-06-24,E ALEU
13875,A530,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,37.20,119.0,78.0,NA,A,2009-06-24,E ALEU
13876,A531,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,23.60,103.0,67.0,NA,A,2009-06-24,E ALEU
13877,A532,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,30.60,107.0,73.0,NA,A,2009-06-24,E ALEU
13878,A533,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,26.80,108.0,64.0,NA,A,2009-06-24,E ALEU
13879,A534,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,25.60,105.0,70.0,NA,A,2009-06-24,E ALEU
13880,A535,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,24.60,105.0,66.0,NA,A,2009-06-24,E ALEU
13881,A536,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.00,106.0,75.0,NA,A,2009-06-24,E ALEU
13882,A537,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.20,117.0,78.0,NA,A,2009-06-24,E ALEU
13883,A538,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,23.20,101.0,64.0,NA,A,2009-06-24,E ALEU
13884,A539,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.20,109.0,69.0,NA,A,2009-06-24,E ALEU
13885,A540,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,25.20,106.0,65.0,NA,A,2009-06-24,E ALEU
13886,A541,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,26.80,108.0,70.0,NA,A,2009-06-24,E ALEU
13887,A542,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,25.20,102.0,69.0,NA,A,2009-06-24,E ALEU
13888,A543,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,31.00,103.0,74.0,NA,A,2009-06-24,E ALEU
13889,A544,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.80,108.0,72.0,NA,A,2009-06-24,E ALEU
13890,A545,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.00,113.0,79.0,NA,A,2009-06-24,E ALEU
13891,A546,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,28.40,106.0,70.0,NA,A,2009-06-24,E ALEU
13892,A547,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,23.00,102.0,68.0,NA,A,2009-06-24,E ALEU
13893,A548,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,29.20,107.0,71.0,NA,A,2009-06-24,E ALEU
13894,A549,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.40,106.0,72.0,NA,A,2009-06-24,E ALEU
13895,A550,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,34.80,115.0,75.0,NA,A,2009-06-24,E ALEU
13896,A551,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,29.20,107.0,70.0,NA,A,2009-06-24,E ALEU
13897,A552,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,23.20,106.0,63.0,NA,A,2009-06-24,E ALEU
13898,A553,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,27.40,103.0,73.0,NA,A,2009-06-24,E ALEU
13899,A554,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,39.60,117.0,81.0,NA,A,2009-06-24,E ALEU
13900,A555,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,26.00,108.0,67.0,NA,A,2009-06-24,E ALEU
13901,A556,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.60,109.0,74.0,NA,A,2009-06-24,E ALEU
13902,A557,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,20.60,98.0,61.0,NA,A,2009-06-24,E ALEU
13903,A558,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,30.40,114.0,80.0,NA,A,2009-06-24,E ALEU
13904,A559,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,30.40,110.0,71.0,NA,A,2009-06-24,E ALEU
13905,A560,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.00,114.0,79.0,NA,A,2009-06-24,E ALEU
13906,A561,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.60,115.0,76.0,NA,A,2009-06-24,E ALEU
13907,A562,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,29.00,104.0,74.0,NA,A,2009-06-24,E ALEU
13908,A563,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,26.20,113.0,68.0,NA,A,2009-06-24,E ALEU
13909,A564,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,27.80,111.0,70.0,NA,A,2009-06-24,E ALEU
13910,A565,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.00,110.0,75.0,NA,A,2009-06-24,E ALEU
13911,A566,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.20,115.0,78.0,NA,A,2009-06-24,E ALEU
13912,A567,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,33.00,113.0,75.0,NA,A,2009-06-24,E ALEU
13913,A568,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,37.00,112.0,82.0,NA,A,2009-06-24,E ALEU
13914,A569,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.80,111.0,77.0,NA,A,2009-06-24,E ALEU
13915,A750,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,24.00,102.0,70.0,NA,A,2009-06-24,E ALEU
13916,A571,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.00,114.0,76.0,NA,A,2009-06-24,E ALEU
13917,A572,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.40,112.0,78.0,NA,A,2009-06-24,E ALEU
13918,A573,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,29.80,103.0,78.0,NA,A,2009-06-24,E ALEU
13919,A574,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,21.40,97.0,62.0,NA,A,2009-06-24,E ALEU
13920,A575,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,26.20,109.0,71.0,NA,A,2009-06-24,E ALEU
13921,A576,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,34.20,116.0,79.0,NA,A,2009-06-24,E ALEU
13922,A577,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,22.20,99.0,67.0,NA,A,2009-06-24,E ALEU
13923,A578,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,24.00,101.0,67.0,NA,A,2009-06-24,E ALEU
13924,A579,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,21.80,96.0,69.0,NA,A,2009-06-24,E ALEU
13925,A580,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,33.60,115.0,74.0,NA,A,2009-06-24,E ALEU
13926,A581,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.80,113.0,72.0,NA,A,2009-06-24,E ALEU
13927,A582,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,20.80,97.0,65.0,NA,A,2009-06-24,E ALEU
13928,A583,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.00,110.0,82.0,NA,A,2009-06-24,E ALEU
13929,A584,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,25.80,106.0,72.0,NA,A,2009-06-24,E ALEU
13930,A585,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,24.60,104.0,73.0,NA,A,2009-06-24,E ALEU
13931,A586,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,29.80,112.0,70.0,NA,A,2009-06-24,E ALEU
13932,A587,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,24.00,107.0,65.0,NA,A,2009-06-24,E ALEU
13933,A588,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,31.60,109.0,77.0,NA,A,2009-06-24,E ALEU
13934,A589,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,24.40,103.0,70.0,NA,A,2009-06-24,E ALEU
13935,A590,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,25.40,103.0,71.0,NA,A,2009-06-24,E ALEU
13936,A591,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,24.80,103.0,69.0,NA,A,2009-06-24,E ALEU
13937,A592,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.80,113.0,79.0,NA,A,2009-06-24,E ALEU
13938,A593,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,32.80,107.0,76.0,NA,A,2009-06-24,E ALEU
13939,A594,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,23.80,100.0,69.0,NA,A,2009-06-24,E ALEU
13940,A595,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,22.80,103.0,63.0,NA,A,2009-06-24,E ALEU
13941,A596,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,39.00,115.0,82.0,NA,A,2009-06-24,E ALEU
13942,A597,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,27.80,107.0,74.0,NA,A,2009-06-24,E ALEU
13943,A598,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,31.40,106.0,76.0,NA,A,2009-06-24,E ALEU
13944,A599,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,26.00,104.0,68.0,NA,A,2009-06-24,E ALEU
13945,A600,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,27.40,108.0,66.0,NA,A,2009-06-24,E ALEU
13946,A601,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,30.80,116.0,74.0,NA,A,2009-06-24,E ALEU
13947,A602,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,32.60,112.0,79.0,NA,A,2009-06-24,E ALEU
13948,A603,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.40,106.0,74.0,NA,A,2009-06-24,E ALEU
13949,A604,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,34.40,113.0,79.0,NA,A,2009-06-24,E ALEU
13950,A605,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,34.20,112.0,80.0,NA,A,2009-06-24,E ALEU
13951,A606,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,20.60,101.0,64.0,NA,A,2009-06-24,E ALEU
13952,A607,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,34.60,114.0,79.0,NA,A,2009-06-24,E ALEU
13953,A608,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,42.00,120.0,84.0,NA,A,2009-06-24,E ALEU
13954,A609,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,30.60,114.0,71.0,NA,A,2009-06-24,E ALEU
13955,A610,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,22.40,95.0,70.0,NA,A,2009-06-24,E ALEU
13956,A611,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,26.40,109.0,70.0,NA,A,2009-06-24,E ALEU
13957,A612,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,32.00,111.0,77.0,NA,A,2009-06-24,E ALEU
13958,A613,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,35.20,114.0,78.0,NA,A,2009-06-24,E ALEU
13959,A614,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,33.20,111.0,79.0,NA,A,2009-06-24,E ALEU
13960,A615,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,26.00,108.0,72.0,NA,A,2009-06-24,E ALEU
13961,A616,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,33.00,120.0,76.0,NA,A,2009-06-24,E ALEU
13962,A617,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,40.00,113.0,82.0,NA,A,2009-06-24,E ALEU
13963,A618,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,25.20,103.0,72.0,NA,A,2009-06-24,E ALEU
13964,A619,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,30.20,115.0,74.0,NA,A,2009-06-24,E ALEU
13965,A620,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,28.00,106.0,72.0,NA,A,2009-06-24,E ALEU
13966,A621,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,22.20,101.0,76.0,NA,A,2009-06-24,E ALEU
13967,A622,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,23.60,103.0,69.0,NA,A,2009-06-24,E ALEU
13968,A623,UGAMAK/NORTH,NA,2009,6,24,F,NA,P,24.20,106.0,68.0,NA,A,2009-06-24,E ALEU
13969,A624,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,26.80,105.0,71.0,NA,A,2009-06-24,E ALEU
13970,A625,UGAMAK/NORTH,NA,2009,6,24,M,NA,P,30.00,108.0,73.0,NA,A,2009-06-24,E ALEU
13975,A626,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,26.60,107.0,66.0,NA,A,2009-06-25,E ALEU
13976,A627,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,25.60,99.0,70.0,NA,A,2009-06-25,E ALEU
13977,A628,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,25.20,104.0,68.0,NA,A,2009-06-25,E ALEU
13978,A629,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,22.20,101.0,67.0,NA,A,2009-06-25,E ALEU
13979,A630,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,28.80,107.0,73.0,NA,A,2009-06-25,E ALEU
13980,A631,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,23.40,104.0,65.0,NA,A,2009-06-25,E ALEU
13981,A632,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,27.00,109.0,71.0,NA,A,2009-06-25,E ALEU
13982,A633,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,25.80,105.0,68.0,NA,A,2009-06-25,E ALEU
13983,A634,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,27.40,106.0,70.0,NA,A,2009-06-25,E ALEU
13984,A635,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,24.80,102.0,65.0,NA,A,2009-06-25,E ALEU
13985,A636,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,31.40,111.0,73.0,NA,A,2009-06-25,E ALEU
13986,A637,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,37.40,116.0,85.0,NA,A,2009-06-25,E ALEU
13987,A638,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,23.00,99.0,66.0,NA,A,2009-06-25,E ALEU
13988,A639,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,25.00,104.0,63.0,NA,A,2009-06-25,E ALEU
13989,A640,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,34.00,111.0,77.0,NA,A,2009-06-25,E ALEU
13990,A641,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,35.60,117.0,76.0,NA,A,2009-06-25,E ALEU
13991,A642,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,30.60,105.0,76.0,NA,A,2009-06-25,E ALEU
13992,A643,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,29.00,105.0,71.0,NA,A,2009-06-25,E ALEU
13993,A644,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,35.20,113.0,77.0,NA,A,2009-06-25,E ALEU
13994,A645,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,25.60,106.0,67.0,NA,A,2009-06-25,E ALEU
13995,A646,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,30.60,108.0,70.0,NA,A,2009-06-25,E ALEU
13996,A647,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,31.20,108.0,73.0,NA,A,2009-06-25,E ALEU
13997,A648,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,29.40,105.0,73.0,NA,A,2009-06-25,E ALEU
13998,A649,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,30.00,106.0,74.0,NA,A,2009-06-25,E ALEU
13999,A650,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,24.00,103.0,67.0,NA,A,2009-06-25,E ALEU
14000,A651,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,28.20,105.0,71.0,NA,A,2009-06-25,E ALEU
14001,A652,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,31.40,106.0,78.0,NA,A,2009-06-25,E ALEU
14002,A653,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,41.00,117.0,80.0,NA,A,2009-06-25,E ALEU
14003,A654,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,27.20,106.0,71.0,NA,A,2009-06-25,E ALEU
14004,A655,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,25.60,106.0,65.0,NA,A,2009-06-25,E ALEU
14005,A656,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,35.20,112.0,80.0,NA,A,2009-06-25,E ALEU
14006,A657,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,29.40,107.0,77.0,NA,A,2009-06-25,E ALEU
14007,A658,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,28.60,110.0,69.0,NA,A,2009-06-25,E ALEU
14008,A659,UGAMAK/UGAMAK BAY,NA,2009,6,25,F,NA,P,30.60,107.0,76.0,NA,A,2009-06-25,E ALEU
14009,A660,UGAMAK/UGAMAK BAY,NA,2009,6,25,M,NA,P,31.80,109.0,75.0,NA,A,2009-06-25,E ALEU
